Trade#,Type,Signal,Date/Time,Price,Contracts,Profit€,Profit%,Cum. Profit€
1,Entry Short,Short,17-05-2021 21:20,2.1682,18,0.63,1.76,0.63
1,Exit Short,Short Exit,17-05-2021 21:35,2.1317,18,0.63,1.76,0.63
2,Entry Long,Long,17-05-2021 22:05,2.1446,18,-0.17,-0.44,0.45
2,Exit Long,Long Exit,17-05-2021 22:10,2.1368,18,-0.17,-0.44,0.45
3,Entry Short,Short,18-05-2021 09:00,2.0309,19,-0.26,-0.52,0.19
3,Exit Short,Short Exit,18-05-2021 09:05,2.0431,19,-0.26,-0.52,0.19
4,Entry Long,Long,18-05-2021 18:40,2.0941,19,0.27,0.69,0.47
4,Exit Long,Long Exit,18-05-2021 19:10,2.1102,19,0.27,0.69,0.47
5,Entry Long,Long,18-05-2021 23:30,2.0065,19,-0.47,-1.22,0.001
5,Exit Long,Long Exit,18-05-2021 23:35,1.9836,19,-0.47,-1.22,0.001
6,Entry Short,Short,19-05-2021 00:40,2.0095,19,0.51,1.48,0.51
6,Exit Short,Short Exit,19-05-2021 01:10,1.9813,19,0.51,1.48,0.51
7,Entry Long,Long,19-05-2021 04:55,2.0299,19,-0.14,-0.37,0.36
7,Exit Long,Long Exit,19-05-2021 05:00,2.024,19,-0.14,-0.37,0.36
8,Entry Long,Long,19-05-2021 07:05,2.0015,19,0.07,0.17,0.43
8,Exit Long,Long Exit,19-05-2021 07:10,2.0066,19,0.07,0.17,0.43
9,Entry Short,Short,19-05-2021 07:55,2.0155,19,0.41,1.22,0.84
9,Exit Short,Short Exit,19-05-2021 08:00,1.9925,19,0.41,1.22,0.84
10,Entry Short,Short,19-05-2021 09:35,2.0038,19,0.28,0.88,1.11
10,Exit Short,Short Exit,19-05-2021 09:45,1.9877,19,0.28,0.88,1.11
11,Entry Long,Long,19-05-2021 12:25,1.8512,21,-0.83,-2.13,0.28
11,Exit Long,Long Exit,19-05-2021 13:05,1.8133,21,-0.83,-2.13,0.28
12,Entry Short,Short,19-05-2021 14:40,1.7143,23,-1.3,-3.14,-1.02
12,Exit Short,Short Exit,19-05-2021 15:10,1.7695,23,-1.3,-3.14,-1.02
13,Entry Short,Short,19-05-2021 15:25,1.7461,22,0.53,1.53,-0.49
13,Exit Short,Short Exit,19-05-2021 15:45,1.7208,22,0.53,1.53,-0.49
14,Entry Long,Long,19-05-2021 20:05,1.693,23,-0.4,-1.02,-0.89
14,Exit Long,Long Exit,19-05-2021 20:10,1.677,23,-0.4,-1.02,-0.89
15,Entry Long,Long,20-05-2021 09:15,1.5426,25,-1.12,-2.91,-2.01
15,Exit Long,Long Exit,20-05-2021 09:20,1.499,25,-1.12,-2.91,-2.01
16,Entry Short,Short,21-05-2021 14:55,1.7269,23,0.28,0.87,-1.73
16,Exit Short,Short Exit,21-05-2021 15:00,1.7133,23,0.28,0.87,-1.73
17,Entry Long,Long,21-05-2021 15:30,1.7039,23,0.56,1.44,-1.16
17,Exit Long,Long Exit,21-05-2021 15:35,1.7298,23,0.56,1.44,-1.16
18,Entry Short,Short,21-05-2021 16:15,1.7147,23,0.64,1.78,-0.53
18,Exit Short,Short Exit,21-05-2021 17:05,1.6856,23,0.64,1.78,-0.53
19,Entry Short,Short,21-05-2021 21:20,1.7038,23,0.27,0.84,-0.26
19,Exit Short,Short Exit,21-05-2021 21:25,1.6908,23,0.27,0.84,-0.26
20,Entry Long,Long,21-05-2021 22:15,1.6788,23,0.34,0.88,0.08
20,Exit Long,Long Exit,21-05-2021 22:20,1.6949,23,0.34,0.88,0.08
21,Entry Short,Short,21-05-2021 23:15,1.6708,23,1.18,3.22,1.26
21,Exit Short,Short Exit,21-05-2021 23:20,1.6183,23,1.18,3.22,1.26
22,Entry Long,Long,22-05-2021 00:00,1.5877,25,0.35,0.89,1.61
22,Exit Long,Long Exit,22-05-2021 00:05,1.6031,25,0.35,0.89,1.61
23,Entry Short,Short,22-05-2021 01:50,1.5831,25,0.65,1.8,2.26
23,Exit Short,Short Exit,22-05-2021 01:55,1.5559,25,0.65,1.8,2.26
24,Entry Short,Short,22-05-2021 03:10,1.553,25,0.84,2.33,3.1
24,Exit Short,Short Exit,22-05-2021 03:20,1.518,25,0.84,2.33,3.1
25,Entry Short,Short,22-05-2021 04:10,1.545,25,0.64,1.82,3.75
25,Exit Short,Short Exit,22-05-2021 04:20,1.5181,25,0.64,1.82,3.75
26,Entry Long,Long,22-05-2021 05:35,1.4393,27,0.5,1.29,4.25
26,Exit Long,Long Exit,22-05-2021 05:40,1.459,27,0.5,1.29,4.25
27,Entry Short,Short,22-05-2021 11:35,1.5545,25,0.63,1.79,4.88
27,Exit Short,Short Exit,22-05-2021 11:40,1.5279,25,0.63,1.79,4.88
28,Entry Long,Long,22-05-2021 14:40,1.4247,28,1.58,3.95,6.46
28,Exit Long,Long Exit,22-05-2021 17:15,1.4822,28,1.58,3.95,6.46
29,Entry Short,Short,23-05-2021 01:40,1.5325,26,0.65,1.79,7.11
29,Exit Short,Short Exit,23-05-2021 02:20,1.5063,26,0.65,1.79,7.11
30,Entry Long,Long,23-05-2021 03:50,1.4621,27,-0.75,-1.89,6.36
30,Exit Long,Long Exit,23-05-2021 04:55,1.4356,27,-0.75,-1.89,6.36
31,Entry Short,Short,23-05-2021 05:55,1.4853,26,0.08,0.38,6.44
31,Exit Short,Short Exit,23-05-2021 06:00,1.4809,26,0.08,0.38,6.44
32,Entry Short,Short,23-05-2021 08:30,1.4933,26,0.32,0.98,6.76
32,Exit Short,Short Exit,23-05-2021 08:35,1.4799,26,0.32,0.98,6.76
33,Entry Long,Long,23-05-2021 09:20,1.4901,26,0.93,2.41,7.69
33,Exit Long,Long Exit,23-05-2021 09:45,1.5272,26,0.93,2.41,7.69
34,Entry Short,Short,23-05-2021 13:00,1.481,27,0.42,1.22,8.12
34,Exit Short,Short Exit,23-05-2021 13:05,1.4641,27,0.42,1.22,8.12
35,Entry Long,Long,23-05-2021 13:40,1.471,27,0.29,0.74,8.41
35,Exit Long,Long Exit,23-05-2021 13:45,1.483,27,0.29,0.74,8.41
36,Entry Long,Long,23-05-2021 14:40,1.455,27,-0.4,-1.01,8.01
36,Exit Long,Long Exit,23-05-2021 15:00,1.4414,27,-0.4,-1.01,8.01
37,Entry Long,Long,23-05-2021 17:10,1.3672,29,-0.78,-1.96,7.24
37,Exit Long,Long Exit,23-05-2021 17:15,1.3415,29,-0.78,-1.96,7.24
38,Entry Long,Long,23-05-2021 17:35,1.334,29,-0.16,-0.42,7.07
38,Exit Long,Long Exit,23-05-2021 17:40,1.3295,29,-0.16,-0.42,7.07
39,Entry Short,Short,23-05-2021 20:00,1.2799,31,1.1,2.92,8.17
39,Exit Short,Short Exit,23-05-2021 21:05,1.2435,31,1.1,2.92,8.17
40,Entry Short,Short,23-05-2021 23:20,1.1437,34,-1.04,-2.52,7.13
40,Exit Short,Short Exit,23-05-2021 23:25,1.1734,34,-1.04,-2.52,7.13
41,Entry Short,Short,24-05-2021 00:00,1.1939,33,0.86,2.35,7.99
41,Exit Short,Short Exit,24-05-2021 00:10,1.1668,33,0.86,2.35,7.99
42,Entry Short,Short,24-05-2021 00:40,1.185,33,0.98,2.67,8.98
42,Exit Short,Short Exit,24-05-2021 00:45,1.1543,33,0.98,2.67,8.98
43,Entry Long,Long,24-05-2021 02:00,1.113,35,1.95,4.99,10.92
43,Exit Long,Long Exit,24-05-2021 02:05,1.1695,35,1.95,4.99,10.92
44,Entry Short,Short,24-05-2021 02:35,1.1419,35,-0.88,-2.03,10.05
44,Exit Short,Short Exit,24-05-2021 02:40,1.166,35,-0.88,-2.03,10.05
45,Entry Short,Short,24-05-2021 03:00,1.152,34,1.24,3.33,11.29
45,Exit Short,Short Exit,24-05-2021 03:05,1.1145,34,1.24,3.33,11.29
46,Entry Short,Short,24-05-2021 03:45,1.1357,35,-0.84,-1.95,10.45
46,Exit Short,Short Exit,24-05-2021 04:15,1.1588,35,-0.84,-1.95,10.45
47,Entry Short,Short,24-05-2021 04:50,1.1509,34,-0.44,-0.95,10.01
47,Exit Short,Short Exit,24-05-2021 04:55,1.1628,34,-0.44,-0.95,10.01
48,Entry Long,Long,25-05-2021 13:50,1.5419,25,-0.57,-1.49,9.44
48,Exit Long,Long Exit,25-05-2021 13:55,1.5202,25,-0.57,-1.49,9.44
49,Entry Long,Long,25-05-2021 20:00,1.4775,27,0.65,1.62,10.09
49,Exit Long,Long Exit,25-05-2021 20:05,1.5027,27,0.65,1.62,10.09
50,Entry Long,Long,25-05-2021 20:45,1.492,26,-1.02,-2.62,9.07
50,Exit Long,Long Exit,25-05-2021 20:55,1.4541,26,-1.02,-2.62,9.07
51,Entry Long,Long,26-05-2021 05:15,1.5177,26,-0.23,-0.59,8.84
51,Exit Long,Long Exit,26-05-2021 05:30,1.5099,26,-0.23,-0.59,8.84
52,Entry Long,Long,27-05-2021 00:45,1.7112,23,-0.35,-0.89,8.49
52,Exit Long,Long Exit,27-05-2021 00:55,1.6973,23,-0.35,-0.89,8.49
53,Entry Long,Long,27-05-2021 10:45,1.6692,23,-0.29,-0.74,8.2
53,Exit Long,Long Exit,27-05-2021 10:50,1.6581,23,-0.29,-0.74,8.2
54,Entry Long,Long,27-05-2021 12:35,1.6653,24,-0.73,-1.84,7.47
54,Exit Long,Long Exit,27-05-2021 12:45,1.636,24,-0.73,-1.84,7.47
55,Entry Short,Short,27-05-2021 13:20,1.64,24,-0.57,-1.3,6.89
55,Exit Short,Short Exit,27-05-2021 13:30,1.6626,24,-0.57,-1.3,6.89
56,Entry Long,Long,28-05-2021 01:40,1.6873,23,0.15,0.38,7.04
56,Exit Long,Long Exit,28-05-2021 01:45,1.695,23,0.15,0.38,7.04
57,Entry Long,Long,28-05-2021 02:00,1.6995,23,0.13,0.32,7.16
57,Exit Long,Long Exit,28-05-2021 02:05,1.7063,23,0.13,0.32,7.16
58,Entry Short,Short,28-05-2021 02:40,1.703,23,-0.17,-0.28,6.99
58,Exit Short,Short Exit,28-05-2021 02:50,1.7091,23,-0.17,-0.28,6.99
59,Entry Short,Short,28-05-2021 03:15,1.7056,23,0.1,0.4,7.09
59,Exit Short,Short Exit,28-05-2021 03:20,1.7001,23,0.1,0.4,7.09
60,Entry Short,Short,28-05-2021 07:10,1.6722,23,-0.3,-0.62,6.79
60,Exit Short,Short Exit,28-05-2021 07:25,1.6839,23,-0.3,-0.62,6.79
61,Entry Short,Short,28-05-2021 07:40,1.6701,23,0.44,1.3,7.22
61,Exit Short,Short Exit,28-05-2021 07:50,1.6498,23,0.44,1.3,7.22
62,Entry Long,Long,28-05-2021 09:25,1.6671,23,-0.56,-1.47,6.66
62,Exit Long,Long Exit,28-05-2021 09:30,1.6439,23,-0.56,-1.47,6.66
63,Entry Short,Short,28-05-2021 09:35,1.6438,24,0.53,1.51,7.19
63,Exit Short,Short Exit,28-05-2021 10:00,1.6203,24,0.53,1.51,7.19
64,Entry Short,Short,28-05-2021 13:05,1.6663,24,0.21,0.67,7.4
64,Exit Short,Short Exit,28-05-2021 13:10,1.6564,24,0.21,0.67,7.4
65,Entry Long,Long,28-05-2021 15:15,1.5467,25,-0.51,-1.33,6.88
65,Exit Long,Long Exit,28-05-2021 15:20,1.5274,25,-0.51,-1.33,6.88
66,Entry Short,Short,28-05-2021 16:40,1.5432,25,-0.66,-1.56,6.22
66,Exit Short,Short Exit,28-05-2021 16:55,1.5685,25,-0.66,-1.56,6.22
67,Entry Short,Short,28-05-2021 17:25,1.5495,25,0.55,1.57,6.77
67,Exit Short,Short Exit,28-05-2021 17:55,1.5264,25,0.55,1.57,6.77
68,Entry Long,Long,28-05-2021 18:45,1.5144,26,-0.7,-1.78,6.07
68,Exit Long,Long Exit,28-05-2021 20:25,1.4887,26,-0.7,-1.78,6.07
69,Entry Long,Long,29-05-2021 01:50,1.5332,26,-0.39,-0.99,5.67
69,Exit Long,Long Exit,29-05-2021 01:55,1.5193,26,-0.39,-0.99,5.67
70,Entry Short,Short,29-05-2021 03:00,1.5361,26,0.35,1.04,6.02
70,Exit Short,Short Exit,29-05-2021 03:05,1.5214,26,0.35,1.04,6.02
71,Entry Short,Short,29-05-2021 05:35,1.542,25,0.64,1.83,6.67
71,Exit Short,Short Exit,29-05-2021 05:50,1.515,25,0.64,1.83,6.67
72,Entry Short,Short,29-05-2021 13:15,1.5511,25,0.28,0.87,6.95
72,Exit Short,Short Exit,29-05-2021 13:20,1.5388,25,0.28,0.87,6.95
73,Entry Short,Short,29-05-2021 14:50,1.5409,25,0.3,0.94,7.25
73,Exit Short,Short Exit,29-05-2021 15:50,1.5276,25,0.3,0.94,7.25
74,Entry Long,Long,29-05-2021 16:40,1.505,26,-0.11,-0.29,7.14
74,Exit Long,Long Exit,29-05-2021 16:45,1.5019,26,-0.11,-0.29,7.14
75,Entry Long,Long,29-05-2021 18:05,1.469,27,0.07,0.18,7.21
75,Exit Long,Long Exit,29-05-2021 18:10,1.4728,27,0.07,0.18,7.21
76,Entry Short,Short,29-05-2021 19:10,1.4778,27,-0.33,-0.68,6.87
76,Exit Short,Short Exit,29-05-2021 19:35,1.489,27,-0.33,-0.68,6.87
77,Entry Short,Short,29-05-2021 19:55,1.4787,27,0.09,0.38,6.96
77,Exit Short,Short Exit,29-05-2021 20:00,1.4743,27,0.09,0.38,6.96
78,Entry Long,Long,29-05-2021 20:40,1.4807,27,0.14,0.35,7.1
78,Exit Long,Long Exit,29-05-2021 20:50,1.487,27,0.14,0.35,7.1
79,Entry Short,Short,29-05-2021 21:05,1.4622,27,0.67,1.86,7.77
79,Exit Short,Short Exit,29-05-2021 21:50,1.4362,27,0.67,1.86,7.77
80,Entry Short,Short,29-05-2021 23:20,1.4176,28,0.52,1.48,8.29
80,Exit Short,Short Exit,30-05-2021 00:10,1.3978,28,0.52,1.48,8.29
81,Entry Long,Long,30-05-2021 00:45,1.3983,28,0.36,0.92,8.65
81,Exit Long,Long Exit,30-05-2021 01:00,1.4123,28,0.36,0.92,8.65
82,Entry Short,Short,30-05-2021 02:10,1.3889,28,0.6,1.7,9.25
82,Exit Short,Short Exit,30-05-2021 02:45,1.3664,28,0.6,1.7,9.25
83,Entry Long,Long,30-05-2021 03:15,1.348,29,0.13,0.34,9.38
83,Exit Long,Long Exit,30-05-2021 03:20,1.3536,29,0.13,0.34,9.38
84,Entry Long,Long,30-05-2021 04:45,1.3634,29,-0.34,-0.87,9.04
84,Exit Long,Long Exit,30-05-2021 05:10,1.3526,29,-0.34,-0.87,9.04
85,Entry Short,Short,30-05-2021 05:15,1.3495,29,-0.67,-1.56,8.36
85,Exit Short,Short Exit,30-05-2021 06:05,1.3716,29,-0.67,-1.56,8.36
86,Entry Short,Short,31-05-2021 05:45,1.6305,24,0.24,0.77,8.6
86,Exit Short,Short Exit,31-05-2021 06:00,1.6192,24,0.24,0.77,8.6
87,Entry Long,Long,31-05-2021 08:35,1.5746,25,-0.31,-0.79,8.29
87,Exit Long,Long Exit,31-05-2021 09:00,1.5634,25,-0.31,-0.79,8.29
88,Entry Short,Short,31-05-2021 09:20,1.5775,25,1.17,3.13,9.47
88,Exit Short,Short Exit,31-05-2021 11:05,1.5293,25,1.17,3.13,9.47
89,Entry Short,Short,31-05-2021 12:05,1.5361,26,-0.64,-1.45,8.82
89,Exit Short,Short Exit,31-05-2021 12:25,1.5596,26,-0.64,-1.45,8.82
90,Entry Short,Short,31-05-2021 12:40,1.55,25,0.3,0.94,9.13
90,Exit Short,Short Exit,31-05-2021 12:45,1.5367,25,0.3,0.94,9.13
91,Entry Short,Short,31-05-2021 13:15,1.5422,25,-0.6,-1.4,8.52
91,Exit Short,Short Exit,31-05-2021 14:15,1.5651,25,-0.6,-1.4,8.52
92,Entry Long,Long,02-06-2021 01:00,1.7007,23,-0.33,-0.86,8.19
92,Exit Long,Long Exit,02-06-2021 01:05,1.6875,23,-0.33,-0.86,8.19
93,Entry Long,Long,03-06-2021 06:05,1.767,22,-0.23,-0.58,7.96
93,Exit Long,Long Exit,03-06-2021 06:35,1.7581,22,-0.23,-0.58,7.96
94,Entry Short,Short,03-06-2021 07:15,1.762,22,0.24,0.77,8.2
94,Exit Short,Short Exit,03-06-2021 07:35,1.7498,22,0.24,0.77,8.2
95,Entry Long,Long,03-06-2021 08:05,1.7376,23,0.13,0.33,8.33
95,Exit Long,Long Exit,03-06-2021 08:10,1.7448,23,0.13,0.33,8.33
96,Entry Short,Short,03-06-2021 09:00,1.7532,22,-0.25,-0.48,8.08
96,Exit Short,Short Exit,03-06-2021 09:05,1.7631,22,-0.25,-0.48,8.08
97,Entry Long,Long,03-06-2021 11:20,1.7302,23,-0.28,-0.7,7.8
97,Exit Long,Long Exit,03-06-2021 11:30,1.7195,23,-0.28,-0.7,7.8
98,Entry Long,Long,04-06-2021 04:55,1.8196,21,0.01,0.04,7.82
98,Exit Long,Long Exit,04-06-2021 05:00,1.8217,21,0.01,0.04,7.82
99,Entry Short,Short,04-06-2021 12:10,1.745,22,-0.35,-0.76,7.46
99,Exit Short,Short Exit,04-06-2021 12:25,1.7597,22,-0.35,-0.76,7.46
100,Entry Short,Short,04-06-2021 12:50,1.7589,22,0.21,0.71,7.68
100,Exit Short,Short Exit,04-06-2021 13:15,1.7478,22,0.21,0.71,7.68
101,Entry Short,Short,04-06-2021 13:20,1.7438,22,0.41,1.24,8.09
101,Exit Short,Short Exit,04-06-2021 14:05,1.7236,22,0.41,1.24,8.09
102,Entry Long,Long,04-06-2021 14:55,1.6859,23,0.35,0.91,8.44
102,Exit Long,Long Exit,04-06-2021 15:05,1.7026,23,0.35,0.91,8.44
103,Entry Long,Long,04-06-2021 16:35,1.6566,24,0.82,2.06,9.26
103,Exit Long,Long Exit,04-06-2021 18:40,1.692,24,0.82,2.06,9.26
104,Entry Short,Short,05-06-2021 18:10,1.7674,22,0.11,0.43,9.37
104,Exit Short,Short Exit,05-06-2021 18:15,1.7612,22,0.11,0.43,9.37
105,Entry Long,Long,05-06-2021 20:45,1.6856,23,-0.31,-0.81,9.05
105,Exit Long,Long Exit,05-06-2021 20:50,1.6733,23,-0.31,-0.81,9.05
106,Entry Short,Short,05-06-2021 21:55,1.6878,23,0.22,0.74,9.28
106,Exit Short,Short Exit,05-06-2021 22:00,1.6767,23,0.22,0.74,9.28
107,Entry Short,Short,05-06-2021 22:40,1.6802,23,0.22,0.73,9.5
107,Exit Short,Short Exit,05-06-2021 22:55,1.6692,23,0.22,0.73,9.5
108,Entry Long,Long,06-06-2021 00:25,1.6792,23,0.33,0.85,9.83
108,Exit Long,Long Exit,06-06-2021 00:50,1.6949,23,0.33,0.85,9.83
109,Entry Short,Short,06-06-2021 03:40,1.6787,23,-0.16,-0.26,9.67
109,Exit Short,Short Exit,06-06-2021 03:45,1.6844,23,-0.16,-0.26,9.67
110,Entry Short,Short,06-06-2021 03:55,1.6805,23,0.1,0.41,9.77
110,Exit Short,Short Exit,06-06-2021 04:00,1.6749,23,0.1,0.41,9.77
111,Entry Short,Short,06-06-2021 04:40,1.6787,23,0.06,0.32,9.83
111,Exit Short,Short Exit,06-06-2021 04:45,1.6746,23,0.06,0.32,9.83
112,Entry Short,Short,06-06-2021 05:50,1.6746,23,0.22,0.72,10.04
112,Exit Short,Short Exit,06-06-2021 06:15,1.6639,23,0.22,0.72,10.04
113,Entry Short,Short,06-06-2021 07:45,1.6302,24,-0.53,-1.2,9.51
113,Exit Short,Short Exit,06-06-2021 08:05,1.651,24,-0.53,-1.2,9.51
114,Entry Short,Short,06-06-2021 21:35,1.6763,23,0.1,0.41,9.61
114,Exit Short,Short Exit,06-06-2021 22:15,1.6708,23,0.1,0.41,9.61
115,Entry Long,Long,06-06-2021 22:50,1.6613,24,0.02,0.04,9.63
115,Exit Long,Long Exit,06-06-2021 22:55,1.6633,24,0.02,0.04,9.63
116,Entry Long,Long,06-06-2021 23:30,1.6617,24,0.11,0.27,9.73
116,Exit Long,Long Exit,06-06-2021 23:45,1.6676,24,0.11,0.27,9.73
117,Entry Short,Short,07-06-2021 02:05,1.6819,23,0.18,0.63,9.92
117,Exit Short,Short Exit,07-06-2021 03:00,1.6727,23,0.18,0.63,9.92
118,Entry Long,Long,07-06-2021 03:55,1.6685,23,-0.05,-0.14,9.86
118,Exit Long,Long Exit,07-06-2021 04:00,1.6675,23,-0.05,-0.14,9.86
119,Entry Long,Long,07-06-2021 04:30,1.664,24,-0.1,-0.24,9.77
119,Exit Long,Long Exit,07-06-2021 04:35,1.6613,24,-0.1,-0.24,9.77
120,Entry Long,Long,08-06-2021 02:30,1.6939,23,-0.37,-0.96,9.39
120,Exit Long,Long Exit,08-06-2021 03:00,1.679,23,-0.37,-0.96,9.39
121,Entry Long,Long,08-06-2021 03:40,1.6737,23,-0.14,-0.37,9.25
121,Exit Long,Long Exit,08-06-2021 03:45,1.6688,23,-0.14,-0.37,9.25
122,Entry Long,Long,08-06-2021 04:15,1.6611,24,-0.1,-0.24,9.15
122,Exit Long,Long Exit,08-06-2021 04:20,1.6584,24,-0.1,-0.24,9.15
123,Entry Short,Short,08-06-2021 05:20,1.6705,23,0.13,0.51,9.29
123,Exit Short,Short Exit,08-06-2021 05:30,1.6633,23,0.13,0.51,9.29
124,Entry Long,Long,08-06-2021 09:10,1.5824,25,-0.71,-1.8,8.58
124,Exit Long,Long Exit,08-06-2021 09:30,1.5552,25,-0.71,-1.8,8.58
125,Entry Short,Short,08-06-2021 10:35,1.5691,25,-0.25,-0.49,8.32
125,Exit Short,Short Exit,08-06-2021 10:50,1.578,25,-0.25,-0.49,8.32
126,Entry Short,Short,08-06-2021 11:05,1.571,25,0.19,0.65,8.51
126,Exit Short,Short Exit,08-06-2021 11:30,1.562,25,0.19,0.65,8.51
127,Entry Short,Short,08-06-2021 13:30,1.5228,26,-0.35,-0.71,8.17
127,Exit Short,Short Exit,08-06-2021 13:35,1.5349,26,-0.35,-0.71,8.17
128,Entry Short,Short,08-06-2021 14:00,1.5316,26,0.22,0.72,8.39
128,Exit Short,Short Exit,08-06-2021 14:20,1.5218,26,0.22,0.72,8.39
129,Entry Long,Long,08-06-2021 16:20,1.5185,26,0.5,1.28,8.9
129,Exit Long,Long Exit,08-06-2021 16:25,1.5391,26,0.5,1.28,8.9
130,Entry Short,Short,08-06-2021 16:55,1.5332,26,-0.23,-0.43,8.66
130,Exit Short,Short Exit,08-06-2021 17:00,1.541,26,-0.23,-0.43,8.66
131,Entry Long,Long,08-06-2021 20:15,1.524,26,0.3,0.76,8.96
131,Exit Long,Long Exit,08-06-2021 20:55,1.5368,26,0.3,0.76,8.96
132,Entry Long,Long,08-06-2021 23:35,1.4561,27,-0.22,-0.56,8.74
132,Exit Long,Long Exit,08-06-2021 23:40,1.4491,27,-0.22,-0.56,8.74
133,Entry Long,Long,09-06-2021 00:40,1.4208,28,0.38,0.95,9.12
133,Exit Long,Long Exit,09-06-2021 00:45,1.4355,28,0.38,0.95,9.12
134,Entry Long,Long,09-06-2021 11:40,1.4995,26,0.4,1.03,9.52
134,Exit Long,Long Exit,09-06-2021 11:45,1.5162,26,0.4,1.03,9.52
135,Entry Long,Long,10-06-2021 11:55,1.6044,24,0.15,0.38,9.67
135,Exit Long,Long Exit,10-06-2021 12:00,1.6118,24,0.15,0.38,9.67
136,Entry Long,Long,10-06-2021 14:45,1.5754,25,-0.14,-0.36,9.53
136,Exit Long,Long Exit,10-06-2021 14:50,1.571,25,-0.14,-0.36,9.53
137,Entry Short,Short,10-06-2021 16:30,1.5725,25,0.18,0.61,9.71
137,Exit Short,Short Exit,10-06-2021 16:35,1.5641,25,0.18,0.61,9.71
138,Entry Short,Short,10-06-2021 17:05,1.5655,25,-0.29,-0.59,9.41
138,Exit Short,Short Exit,10-06-2021 17:20,1.576,25,-0.29,-0.59,9.41
139,Entry Long,Long,10-06-2021 18:25,1.5438,25,0.03,0.07,9.44
139,Exit Long,Long Exit,10-06-2021 18:30,1.5461,25,0.03,0.07,9.44
140,Entry Long,Long,10-06-2021 22:45,1.5634,25,0.08,0.21,9.52
140,Exit Long,Long Exit,10-06-2021 22:55,1.568,25,0.08,0.21,9.52
141,Entry Short,Short,10-06-2021 23:10,1.5499,25,0.67,1.88,10.19
141,Exit Short,Short Exit,11-06-2021 02:10,1.522,25,0.67,1.88,10.19
142,Entry Long,Long,11-06-2021 02:50,1.5298,26,0.18,0.46,10.37
142,Exit Long,Long Exit,11-06-2021 03:25,1.538,26,0.18,0.46,10.37
143,Entry Short,Short,11-06-2021 03:40,1.5304,26,-0.26,-0.49,10.11
143,Exit Short,Short Exit,11-06-2021 03:45,1.5391,26,-0.26,-0.49,10.11
144,Entry Short,Short,11-06-2021 03:55,1.5298,26,-0.28,-0.55,9.83
144,Exit Short,Short Exit,11-06-2021 04:00,1.5395,26,-0.28,-0.55,9.83
145,Entry Short,Short,11-06-2021 04:10,1.5314,26,0.26,0.81,10.09
145,Exit Short,Short Exit,11-06-2021 05:05,1.5202,26,0.26,0.81,10.09
146,Entry Short,Short,11-06-2021 08:10,1.5498,25,0.24,0.77,10.33
146,Exit Short,Short Exit,11-06-2021 08:45,1.5391,25,0.24,0.77,10.33
147,Entry Long,Long,11-06-2021 09:20,1.5318,26,-0.21,-0.52,10.12
147,Exit Long,Long Exit,11-06-2021 09:25,1.5251,26,-0.21,-0.52,10.12
148,Entry Long,Long,11-06-2021 15:45,1.5049,26,-0.07,-0.17,10.05
148,Exit Long,Long Exit,11-06-2021 15:50,1.5035,26,-0.07,-0.17,10.05
149,Entry Long,Long,11-06-2021 16:20,1.5032,26,0.15,0.39,10.21
149,Exit Long,Long Exit,11-06-2021 16:30,1.5103,26,0.15,0.39,10.21
150,Entry Short,Short,11-06-2021 16:50,1.5018,26,-0.33,-0.68,9.88
150,Exit Short,Short Exit,11-06-2021 17:00,1.5132,26,-0.33,-0.68,9.88
151,Entry Short,Short,11-06-2021 17:25,1.5144,26,-0.09,-0.07,9.79
151,Exit Short,Short Exit,11-06-2021 17:30,1.5167,26,-0.09,-0.07,9.79
152,Entry Short,Short,11-06-2021 17:35,1.511,26,-0.23,-0.44,9.55
152,Exit Short,Short Exit,11-06-2021 18:05,1.5188,26,-0.23,-0.44,9.55
153,Entry Long,Long,12-06-2021 01:15,1.4953,26,-0.16,-0.4,9.4
153,Exit Long,Long Exit,12-06-2021 01:20,1.4905,26,-0.16,-0.4,9.4
154,Entry Short,Short,12-06-2021 03:05,1.4769,27,0.13,0.48,9.52
154,Exit Short,Short Exit,12-06-2021 03:10,1.471,27,0.13,0.48,9.52
155,Entry Long,Long,12-06-2021 04:05,1.46,27,0.14,0.35,9.66
155,Exit Long,Long Exit,12-06-2021 04:10,1.4663,27,0.14,0.35,9.66
156,Entry Short,Short,12-06-2021 07:45,1.443,27,0.21,0.7,9.87
156,Exit Short,Short Exit,12-06-2021 08:10,1.4341,27,0.21,0.7,9.87
157,Entry Long,Long,12-06-2021 09:45,1.4182,28,0.2,0.51,10.07
157,Exit Long,Long Exit,12-06-2021 09:50,1.4265,28,0.2,0.51,10.07
158,Entry Short,Short,12-06-2021 10:25,1.4226,28,0.3,0.91,10.37
158,Exit Short,Short Exit,12-06-2021 10:30,1.4108,28,0.3,0.91,10.37
159,Entry Long,Long,12-06-2021 12:25,1.393,28,-0.26,-0.67,10.11
159,Exit Long,Long Exit,12-06-2021 12:30,1.3848,28,-0.26,-0.67,10.11
160,Entry Short,Short,12-06-2021 13:35,1.3788,29,0.36,1.07,10.47
160,Exit Short,Short Exit,12-06-2021 13:50,1.3652,29,0.36,1.07,10.47
161,Entry Long,Long,12-06-2021 14:20,1.3729,29,0.3,0.76,10.77
161,Exit Long,Long Exit,12-06-2021 14:30,1.3844,29,0.3,0.76,10.77
